id,city,state,city_size,mode,n,percent,moe,state_abb,state_region
2807,Port Chester village,New York,Small,Walk,1914.0,12.3,2.5,NY,Northeast
2808,Port Hueneme city,California,Small,Walk,832.0,9.0,3.6,CA,West
2809,Port Huron city,Michigan,Small,Walk,425.0,3.8,1.3,MI,North Central
2810,Port Orange city,Florida,Small,Walk,381.0,1.6,0.9,FL,South
2811,Portage city,Indiana,Small,Walk,195.0,1.2,0.7,IN,North Central
2812,Portage city,Michigan,Small,Walk,143.0,0.6,0.3,MI,North Central
2813,Porterville city,California,Small,Walk,203.0,1.0,0.5,CA,West
2814,Portland city,Maine,Small,Walk,4493.0,12.5,1.2,ME,Northeast
2815,Portsmouth city,New Hampshire,Small,Walk,701.0,5.7,2.0,NH,Northeast
2816,Portsmouth city,Ohio,Small,Walk,453.0,6.2,1.8,OH,North Central
2817,Portsmouth city,Virginia,Small,Walk,1650.0,3.8,0.8,VA,South
2818,Post Falls city,Idaho,Small,Walk,193.0,1.5,0.9,ID,West
2819,Pottstown borough,Pennsylvania,Small,Walk,748.0,7.0,1.8,PA,Northeast
2820,Poughkeepsie city,New York,Small,Walk,982.0,7.4,1.7,NY,Northeast
2821,Poway city,California,Small,Walk,393.0,1.7,0.6,CA,West
2822,Prairie Village city,Kansas,Small,Walk,111.0,1.0,0.6,KS,North Central
2823,Prattville city,Alabama,Small,Walk,113.0,0.7,0.6,AL,South
2824,Prescott city,Arizona,Small,Walk,584.0,4.0,1.5,AZ,West
2825,Prescott Valley town,Arizona,Small,Walk,273.0,1.7,1.0,AZ,West
2826,Prichard city,Alabama,Small,Walk,37.0,0.5,0.5,AL,South
2827,Prior Lake city,Minnesota,Small,Walk,47.0,0.4,0.3,MN,North Central
2828,Pullman city,Washington,Small,Walk,3195.0,23.5,3.2,WA,West
2829,Puyallup city,Washington,Small,Walk,503.0,2.7,1.0,WA,West
2830,Queen Creek town,Arizona,Small,Walk,46.0,0.4,0.4,AZ,West
2831,Quincy city,Illinois,Small,Walk,781.0,4.1,1.0,IL,North Central
2832,Quincy city,Massachusetts,Small,Walk,1263.0,2.6,0.7,MA,Northeast
2833,Racine city,Wisconsin,Small,Walk,824.0,2.5,0.7,WI,North Central
2834,Radcliff city,Kentucky,Small,Walk,78.0,0.8,0.7,KY,South
2835,Rahway city,New Jersey,Small,Walk,350.0,2.7,1.3,NJ,Northeast
2836,Ramsey city,Minnesota,Small,Walk,46.0,0.4,0.3,MN,North Central
2837,Rancho Cordova city,California,Small,Walk,525.0,1.9,0.5,CA,West
2838,Rancho Palos Verdes city,California,Small,Walk,65.0,0.4,0.3,CA,West
2839,Rancho Santa Margarita city,California,Small,Walk,309.0,1.2,0.6,CA,West
2840,Rapid City city,South Dakota,Small,Walk,745.0,2.3,0.6,SD,North Central
2841,Raytown city,Missouri,Small,Walk,30.0,0.2,0.2,MO,North Central
2842,Reading city,Pennsylvania,Small,Walk,2350.0,7.8,1.1,PA,Northeast
2843,Redding city,California,Small,Walk,825.0,2.3,0.7,CA,West
2844,Redlands city,California,Small,Walk,1152.0,3.8,0.9,CA,West
2845,Redmond city,Oregon,Small,Walk,322.0,3.1,1.4,OR,West
2846,Redmond city,Washington,Small,Walk,1279.0,4.4,0.9,WA,West
2847,Redondo Beach city,California,Small,Walk,698.0,1.9,0.6,CA,West
2848,Redwood City city,California,Small,Walk,1206.0,3.1,0.7,CA,West
2849,Reedley city,California,Small,Walk,163.0,1.8,1.4,CA,West
2850,Renton city,Washington,Small,Walk,552.0,1.1,0.4,WA,West
2851,Revere city,Massachusetts,Small,Walk,523.0,2.1,0.7,MA,Northeast
2852,Rexburg city,Idaho,Small,Walk,1929.0,18.0,3.7,ID,West
2853,Reynoldsburg city,Ohio,Small,Walk,196.0,1.1,0.5,OH,North Central
2854,Richfield city,Minnesota,Small,Walk,627.0,3.3,0.9,MN,North Central
2855,Richland city,Washington,Small,Walk,680.0,3.0,0.9,WA,West
2856,Richmond city,Indiana,Small,Walk,447.0,3.2,1.1,IN,North Central
2857,Richmond city,Kentucky,Small,Walk,847.0,5.7,1.5,KY,South
2858,Ridgecrest city,California,Small,Walk,115.0,0.9,0.7,CA,West
2859,Ridgeland city,Mississippi,Small,Walk,150.0,1.1,0.7,MS,South
2860,Ridgewood village,New Jersey,Small,Walk,503.0,4.6,3.0,NJ,Northeast
2861,Rio Rancho city,New Mexico,Small,Walk,179.0,0.5,0.2,NM,West
2862,Riverbank city,California,Small,Walk,203.0,2.3,1.2,CA,West
2863,Riverside city,Ohio,Small,Walk,108.0,1.0,0.7,OH,North Central
2864,Riverton city,Utah,Small,Walk,257.0,1.4,0.6,UT,West
2865,Riviera Beach city,Florida,Small,Walk,369.0,2.8,1.3,FL,South
2866,Roanoke city,Virginia,Small,Walk,920.0,2.1,0.5,VA,South
2867,Rochester city,New Hampshire,Small,Walk,389.0,2.5,1.0,NH,Northeast
2868,Rochester Hills city,Michigan,Small,Walk,507.0,1.5,0.7,MI,North Central
2869,Rock Hill city,South Carolina,Small,Walk,747.0,2.4,0.7,SC,South
2870,Rock Island city,Illinois,Small,Walk,842.0,4.9,1.0,IL,North Central
2871,Rock Springs city,Wyoming,Small,Walk,249.0,2.1,0.8,WY,West
2872,Rockledge city,Florida,Small,Walk,11.0,0.1,0.1,FL,South
2873,Rocklin city,California,Small,Walk,206.0,0.8,0.3,CA,West
2874,Rockville Centre village,New York,Small,Walk,164.0,1.4,0.9,NY,Northeast
2875,Rockville city,Maryland,Small,Walk,790.0,2.4,0.6,MD,South
2876,Rockwall city,Texas,Small,Walk,160.0,0.9,0.5,TX,South
2877,Rocky Mount city,North Carolina,Small,Walk,193.0,0.9,0.4,NC,South
2878,Rocky River city,Ohio,Small,Walk,92.0,1.0,0.6,OH,North Central
2879,Rogers city,Arkansas,Small,Walk,655.0,2.5,0.8,AR,South
2880,Rohnert Park city,California,Small,Walk,434.0,2.1,1.4,CA,West
2881,Rolling Meadows city,Illinois,Small,Walk,292.0,2.5,1.2,IL,North Central
2882,Rome city,Georgia,Small,Walk,386.0,2.8,1.0,GA,South
2883,Rome city,New York,Small,Walk,547.0,4.0,1.1,NY,Northeast
2884,Romeoville village,Illinois,Small,Walk,293.0,1.6,0.6,IL,North Central
2885,Romulus city,Michigan,Small,Walk,61.0,0.6,0.4,MI,North Central
2886,Roseburg city,Oregon,Small,Walk,187.0,2.3,1.3,OR,West
2887,Roselle borough,New Jersey,Small,Walk,201.0,2.0,1.1,NJ,Northeast
2888,Roselle village,Illinois,Small,Walk,165.0,1.4,0.9,IL,North Central
2889,Rosemead city,California,Small,Walk,305.0,1.3,0.5,CA,West
2890,Rosemount city,Minnesota,Small,Walk,102.0,0.9,0.7,MN,North Central
2891,Rosenberg city,Texas,Small,Walk,186.0,1.3,0.9,TX,South
2892,Roseville city,Michigan,Small,Walk,225.0,1.1,0.5,MI,North Central
2893,Roseville city,Minnesota,Small,Walk,281.0,1.6,0.7,MN,North Central
2894,Roswell city,Georgia,Small,Walk,473.0,1.0,0.3,GA,South
2895,Roswell city,New Mexico,Small,Walk,385.0,2.0,0.9,NM,West
2896,Round Lake Beach village,Illinois,Small,Walk,226.0,1.7,1.1,IL,North Central
2897,Rowlett city,Texas,Small,Walk,59.0,0.2,0.2,TX,South
2898,Roy city,Utah,Small,Walk,96.0,0.6,0.3,UT,West
2899,Royal Oak city,Michigan,Small,Walk,550.0,1.7,0.5,MI,North Central
2900,Royal Palm Beach village,Florida,Small,Walk,109.0,0.7,0.6,FL,South
2901,Russellville city,Arkansas,Small,Walk,374.0,2.9,1.2,AR,South
2902,Ruston city,Louisiana,Small,Walk,643.0,7.0,2.8,LA,South
2903,Saginaw city,Michigan,Small,Walk,354.0,2.2,0.6,MI,North Central
2904,Saginaw city,Texas,Small,Walk,47.0,0.5,0.4,TX,South
2905,Sahuarita town,Arizona,Small,Walk,77.0,0.8,0.6,AZ,West
2906,Salem city,Massachusetts,Small,Walk,1455.0,6.8,1.2,MA,Northeast
2907,Salem city,Virginia,Small,Walk,435.0,3.9,1.4,VA,South
2908,Salina city,Kansas,Small,Walk,546.0,2.3,0.6,KS,North Central
2909,Salisbury city,Maryland,Small,Walk,578.0,4.5,1.5,MD,South
2910,Salisbury city,North Carolina,Small,Walk,167.0,1.4,0.7,NC,South
2911,Sammamish city,Washington,Small,Walk,223.0,1.0,0.5,WA,West
2912,San Angelo city,Texas,Small,Walk,2840.0,6.4,1.3,TX,South
2913,San Benito city,Texas,Small,Walk,313.0,3.9,1.8,TX,South
2914,San Bruno city,California,Small,Walk,339.0,1.5,0.6,CA,West
2915,San Carlos city,California,Small,Walk,215.0,1.5,0.6,CA,West
2916,San Clemente city,California,Small,Walk,473.0,1.6,0.6,CA,West
2917,San Dimas city,California,Small,Walk,315.0,2.0,1.2,CA,West
2918,San Fernando city,California,Small,Walk,220.0,2.2,1.0,CA,West
2919,San Gabriel city,California,Small,Walk,689.0,3.8,2.4,CA,West
2920,San Jacinto city,California,Small,Walk,322.0,2.3,1.0,CA,West
2921,San Juan Capistrano city,California,Small,Walk,287.0,1.9,1.0,CA,West
2922,San Juan city,Texas,Small,Walk,180.0,1.5,1.3,TX,South
2923,San Leandro city,California,Small,Walk,729.0,1.8,0.6,CA,West
2924,San Luis city,Arizona,Small,Walk,40.0,0.6,0.9,AZ,West
2925,San Luis Obispo city,California,Small,Walk,1865.0,8.2,1.6,CA,West
2926,San Marcos city,California,Small,Walk,351.0,1.0,0.4,CA,West
2927,San Marcos city,Texas,Small,Walk,1044.0,5.0,1.2,TX,South
2928,San Mateo city,California,Small,Walk,1930.0,3.8,0.7,CA,West
2929,San Pablo city,California,Small,Walk,167.0,1.4,0.9,CA,West
2930,San Rafael city,California,Small,Walk,1340.0,4.6,1.4,CA,West
2931,San Ramon city,California,Small,Walk,557.0,1.6,0.8,CA,West
2932,Sandusky city,Ohio,Small,Walk,209.0,1.9,0.8,OH,North Central
2933,Sandy city,Utah,Small,Walk,646.0,1.5,0.4,UT,West
2934,Sandy Springs city,Georgia,Small,Walk,536.0,1.0,0.4,GA,South
2935,Sanford city,Florida,Small,Walk,266.0,1.2,0.5,FL,South
2936,Sanford city,North Carolina,Small,Walk,189.0,1.6,0.8,NC,South
2937,Sanger city,California,Small,Walk,146.0,1.6,0.9,CA,West
2938,Santa Barbara city,California,Small,Walk,3123.0,6.8,1.1,CA,West
2939,Santa Cruz city,California,Small,Walk,2745.0,9.4,1.5,CA,West
2940,Santa Fe city,New Mexico,Small,Walk,1268.0,3.8,0.6,NM,West
2941,Santa Monica city,California,Small,Walk,2635.0,5.5,0.9,CA,West
2942,Santa Paula city,California,Small,Walk,241.0,2.0,0.9,CA,West
2943,Santee city,California,Small,Walk,270.0,1.1,0.5,CA,West
2944,Sapulpa city,Oklahoma,Small,Walk,53.0,0.6,0.4,OK,South
2945,Sarasota city,Florida,Small,Walk,818.0,3.6,0.9,FL,South
2946,Saratoga city,California,Small,Walk,121.0,1.0,0.6,CA,West
2947,Saratoga Springs city,New York,Small,Walk,1332.0,9.8,1.9,NY,Northeast
2948,Saratoga Springs city,Utah,Small,Walk,26.0,0.4,0.4,UT,West
2949,Savage city,Minnesota,Small,Walk,68.0,0.5,0.3,MN,North Central
2950,Sayreville borough,New Jersey,Small,Walk,241.0,1.1,0.6,NJ,Northeast
2951,Schaumburg village,Illinois,Small,Walk,300.0,0.7,0.3,IL,North Central
2952,Schenectady city,New York,Small,Walk,2068.0,7.0,1.1,NY,Northeast
2953,Schererville town,Indiana,Small,Walk,98.0,0.6,0.4,IN,North Central
2954,Schertz city,Texas,Small,Walk,71.0,0.5,0.3,TX,South
2955,Scranton city,Pennsylvania,Small,Walk,2561.0,7.8,0.9,PA,Northeast
2956,Seal Beach city,California,Small,Walk,321.0,3.5,1.4,CA,West
2957,Searcy city,Arkansas,Small,Walk,613.0,6.3,2.1,AR,South
2958,Seaside city,California,Small,Walk,505.0,3.2,1.0,CA,West
2959,SeaTac city,Washington,Small,Walk,234.0,1.9,1.0,WA,West
2960,Sebastian city,Florida,Small,Walk,35.0,0.4,0.4,FL,South
2961,Sedalia city,Missouri,Small,Walk,160.0,1.7,0.8,MO,North Central
2962,Seguin city,Texas,Small,Walk,350.0,3.3,1.4,TX,South
2963,Selma city,Alabama,Small,Walk,175.0,3.0,1.5,AL,South
2964,Selma city,California,Small,Walk,101.0,1.1,0.7,CA,West
2965,Shaker Heights city,Ohio,Small,Walk,247.0,1.8,0.7,OH,North Central
2966,Shakopee city,Minnesota,Small,Walk,275.0,1.4,0.7,MN,North Central
2967,Shawnee city,Kansas,Small,Walk,170.0,0.5,0.3,KS,North Central
2968,Shawnee city,Oklahoma,Small,Walk,386.0,3.0,0.9,OK,South
2969,Sheboygan city,Wisconsin,Small,Walk,666.0,2.8,0.8,WI,North Central
2970,Shelby city,North Carolina,Small,Walk,151.0,2.1,1.2,NC,South
2971,Shelbyville city,Tennessee,Small,Walk,16.0,0.2,0.3,TN,South
2972,Shelton city,Connecticut,Small,Walk,116.0,0.6,0.3,CT,Northeast
2973,Sherman city,Texas,Small,Walk,454.0,2.8,0.9,TX,South
2974,Sherwood city,Arkansas,Small,Walk,143.0,0.9,0.7,AR,South
2975,Shoreline city,Washington,Small,Walk,560.0,2.2,0.7,WA,West
2976,Shoreview city,Minnesota,Small,Walk,103.0,0.8,0.8,MN,North Central
2977,Sidney city,Ohio,Small,Walk,124.0,1.3,0.7,OH,North Central
2978,Sierra Vista city,Arizona,Small,Walk,1128.0,5.5,1.8,AZ,West
2979,Sioux City city,Iowa,Small,Walk,715.0,1.8,0.4,IA,North Central
2980,Skokie village,Illinois,Small,Walk,472.0,1.6,0.6,IL,North Central
2981,Slidell city,Louisiana,Small,Walk,152.0,1.3,0.7,LA,South
2982,Smyrna city,Georgia,Small,Walk,305.0,1.1,0.5,GA,South
2983,Smyrna town,Tennessee,Small,Walk,92.0,0.5,0.4,TN,South
2984,Socorro city,Texas,Small,Walk,128.0,1.1,0.7,TX,South
2985,Soledad city,California,Small,Walk,78.0,1.3,1.2,CA,West
2986,Solon city,Ohio,Small,Walk,77.0,0.7,0.4,OH,North Central
2987,Somerville city,Massachusetts,Small,Walk,4627.0,10.1,1.0,MA,Northeast
2988,South El Monte city,California,Small,Walk,490.0,5.9,2.1,CA,West
2989,South Elgin village,Illinois,Small,Walk,79.0,0.7,0.5,IL,North Central
2990,South Euclid city,Ohio,Small,Walk,182.0,1.6,0.7,OH,North Central
2991,South Gate city,California,Small,Walk,779.0,2.1,0.5,CA,West
2992,South Holland village,Illinois,Small,Walk,91.0,1.0,0.7,IL,North Central
2993,South Jordan city,Utah,Small,Walk,235.0,1.0,0.4,UT,West
2994,South Lake Tahoe city,California,Small,Walk,863.0,8.2,2.0,CA,West
2995,South Milwaukee city,Wisconsin,Small,Walk,188.0,1.9,0.8,WI,North Central
2996,South Pasadena city,California,Small,Walk,155.0,1.2,0.6,CA,West
2997,South Plainfield borough,New Jersey,Small,Walk,107.0,0.9,0.5,NJ,Northeast
2998,South Portland city,Maine,Small,Walk,373.0,2.7,0.9,ME,Northeast
2999,South Salt Lake city,Utah,Small,Walk,242.0,2.3,1.1,UT,West
3000,South San Francisco city,California,Small,Walk,1186.0,3.8,1.2,CA,West
3001,South St. Paul city,Minnesota,Small,Walk,180.0,1.7,0.9,MN,North Central
3002,Southaven city,Mississippi,Small,Walk,40.0,0.2,0.2,MS,South
3003,Southfield city,Michigan,Small,Walk,499.0,1.6,0.6,MI,North Central
3004,Southgate city,Michigan,Small,Walk,157.0,1.2,0.6,MI,North Central
3005,Southlake city,Texas,Small,Walk,121.0,1.1,0.5,TX,South
3006,Spanish Fork city,Utah,Small,Walk,96.0,0.7,0.4,UT,West
3007,Sparks city,Nevada,Small,Walk,542.0,1.3,0.4,NV,West
3008,Spartanburg city,South Carolina,Small,Walk,554.0,3.7,1.1,SC,South
3009,Spokane Valley city,Washington,Small,Walk,484.0,1.2,0.4,WA,West
3010,Spring Hill city,Tennessee,Small,Walk,138.0,1.0,1.1,TN,South
3011,Spring Valley village,New York,Small,Walk,687.0,4.9,1.8,NY,Northeast
3012,Springdale city,Arkansas,Small,Walk,390.0,1.3,0.5,AR,South
3013,Springfield city,Ohio,Small,Walk,1068.0,4.6,1.0,OH,North Central
3014,Springfield city,Oregon,Small,Walk,735.0,2.8,0.8,OR,West
3015,Springville city,Utah,Small,Walk,189.0,1.5,0.6,UT,West
3016,St. Charles city,Illinois,Small,Walk,402.0,2.3,1.2,IL,North Central
3017,St. Charles city,Missouri,Small,Walk,747.0,2.2,0.6,MO,North Central
3018,St. Clair Shores city,Michigan,Small,Walk,231.0,0.8,0.4,MI,North Central
3019,St. Cloud city,Florida,Small,Walk,154.0,1.0,0.7,FL,South
3020,St. Cloud city,Minnesota,Small,Walk,1220.0,3.6,0.8,MN,North Central
3021,St. George city,Utah,Small,Walk,887.0,3.2,0.8,UT,West
3022,St. Joseph city,Missouri,Small,Walk,804.0,2.3,0.6,MO,North Central
3023,St. Louis Park city,Minnesota,Small,Walk,423.0,1.6,0.6,MN,North Central
3024,St. Peters city,Missouri,Small,Walk,202.0,0.7,0.3,MO,North Central
3025,Stanton city,California,Small,Walk,581.0,3.4,2.1,CA,West
3026,Starkville city,Mississippi,Small,Walk,419.0,4.1,1.4,MS,South
3027,State College borough,Pennsylvania,Small,Walk,5486.0,36.2,3.2,PA,Northeast
3028,Statesboro city,Georgia,Small,Walk,498.0,4.5,1.9,GA,South
3029,Statesville city,North Carolina,Small,Walk,83.0,0.8,0.5,NC,South
3030,Staunton city,Virginia,Small,Walk,785.0,7.1,1.7,VA,South
3031,Stevens Point city,Wisconsin,Small,Walk,1558.0,11.7,1.9,WI,North Central
3032,Stillwater city,Oklahoma,Small,Walk,1977.0,8.7,1.2,OK,South
3033,Stockbridge city,Georgia,Small,Walk,26.0,0.2,0.3,GA,South
3034,Stow city,Ohio,Small,Walk,234.0,1.3,0.7,OH,North Central
3035,Streamwood village,Illinois,Small,Walk,119.0,0.6,0.3,IL,North Central
3036,Strongsville city,Ohio,Small,Walk,234.0,1.0,0.4,OH,North Central
3037,Suffolk city,Virginia,Small,Walk,247.0,0.6,0.2,VA,South
3038,Sugar Land city,Texas,Small,Walk,376.0,1.0,0.5,TX,South
3039,Suisun City city,California,Small,Walk,167.0,1.3,0.8,CA,West
3040,Sulphur city,Louisiana,Small,Walk,100.0,1.2,1.0,LA,South
3041,Summerville town,South Carolina,Small,Walk,263.0,1.4,0.7,SC,South
3042,Summit city,New Jersey,Small,Walk,603.0,6.2,2.4,NJ,Northeast
3043,Sumter city,South Carolina,Small,Walk,568.0,3.4,0.9,SC,South
3044,Sun Prairie city,Wisconsin,Small,Walk,188.0,1.1,0.5,WI,North Central
3045,Sunny Isles Beach city,Florida,Small,Walk,364.0,3.9,1.9,FL,South
3046,Sunrise city,Florida,Small,Walk,309.0,0.7,0.3,FL,South
3047,Superior city,Wisconsin,Small,Walk,545.0,3.9,1.1,WI,North Central
3048,Sweetwater city,Florida,Small,Walk,172.0,2.3,1.5,FL,South
3049,Syracuse city,Utah,Small,Walk,20.0,0.2,0.2,UT,West
3050,Tamarac city,Florida,Small,Walk,73.0,0.3,0.2,FL,South
3051,Tarpon Springs city,Florida,Small,Walk,88.0,1.0,0.7,FL,South
3052,Taunton city,Massachusetts,Small,Walk,379.0,1.4,0.5,MA,Northeast
3053,Taylor city,Michigan,Small,Walk,354.0,1.5,0.5,MI,North Central
3054,Taylorsville city,Utah,Small,Walk,327.0,1.1,0.5,UT,West
3055,Temple City city,California,Small,Walk,128.0,0.8,0.4,CA,West
3056,Temple city,Texas,Small,Walk,437.0,1.4,0.5,TX,South
3057,Temple Terrace city,Florida,Small,Walk,176.0,1.4,0.8,FL,South
3058,Terre Haute city,Indiana,Small,Walk,1486.0,6.2,1.1,IN,North Central
3059,Texarkana city,Arkansas,Small,Walk,104.0,0.8,0.4,AR,South
3060,Texarkana city,Texas,Small,Walk,161.0,1.1,0.8,TX,South
3061,Texas City city,Texas,Small,Walk,452.0,2.4,0.9,TX,South
3062,The Colony city,Texas,Small,Walk,94.0,0.5,0.4,TX,South
3063,Thomasville city,North Carolina,Small,Walk,197.0,1.8,0.9,NC,South
3064,Tigard city,Oregon,Small,Walk,629.0,2.5,0.7,OR,West
3065,Tinley Park village,Illinois,Small,Walk,334.0,1.2,0.7,IL,North Central
3066,Titusville city,Florida,Small,Walk,166.0,1.0,0.6,FL,South
3067,Tooele city,Utah,Small,Walk,241.0,1.8,0.9,UT,West
3068,Torrington city,Connecticut,Small,Walk,449.0,2.6,1.1,CT,Northeast
3069,Tracy city,California,Small,Walk,412.0,1.2,0.5,CA,West
3070,Trenton city,New Jersey,Small,Walk,1880.0,5.7,1.2,NJ,Northeast
3071,Trotwood city,Ohio,Small,Walk,140.0,1.5,0.9,OH,North Central
3072,Troy city,Michigan,Small,Walk,326.0,0.9,0.3,MI,North Central
3073,Troy city,New York,Small,Walk,2739.0,12.2,1.7,NY,Northeast
3074,Troy city,Ohio,Small,Walk,215.0,1.8,0.7,OH,North Central
3075,Trussville city,Alabama,Small,Walk,38.0,0.4,0.5,AL,South
3076,Tualatin city,Oregon,Small,Walk,312.0,2.4,1.0,OR,West
3077,Tulare city,California,Small,Walk,387.0,1.7,0.7,CA,West
3078,Tupelo city,Mississippi,Small,Walk,139.0,0.9,0.7,MS,South
3079,Turlock city,California,Small,Walk,552.0,2.0,0.7,CA,West
3080,Tuscaloosa city,Alabama,Small,Walk,972.0,2.6,0.6,AL,South
3081,Tustin city,California,Small,Walk,693.0,1.8,0.5,CA,West
3082,Twentynine Palms city,California,Small,Walk,1951.0,15.0,3.0,CA,West
3083,Twin Falls city,Idaho,Small,Walk,342.0,1.8,0.7,ID,West
3084,Tyler city,Texas,Small,Walk,788.0,1.8,0.7,TX,South
3085,Union City city,California,Small,Walk,361.0,1.2,0.5,CA,West
3086,Union City city,Georgia,Small,Walk,74.0,0.9,1.1,GA,South
3087,Union City city,New Jersey,Small,Walk,3936.0,12.7,1.3,NJ,Northeast
3088,University City city,Missouri,Small,Walk,750.0,4.4,1.3,MO,North Central
3089,University Park city,Texas,Small,Walk,685.0,7.4,1.5,TX,South
3090,University Place city,Washington,Small,Walk,243.0,1.7,0.8,WA,West
3091,Upland city,California,Small,Walk,353.0,1.1,0.5,CA,West
3092,Upper Arlington city,Ohio,Small,Walk,219.0,1.3,0.5,OH,North Central
3093,Urbana city,Illinois,Small,Walk,3220.0,16.6,2.3,IL,North Central
3094,Urbandale city,Iowa,Small,Walk,116.0,0.5,0.4,IA,North Central
3095,Utica city,New York,Small,Walk,1694.0,7.2,1.0,NY,Northeast
3096,Vacaville city,California,Small,Walk,678.0,1.7,0.8,CA,West
3097,Valdosta city,Georgia,Small,Walk,529.0,2.3,0.7,GA,South
3098,Valley Stream village,New York,Small,Walk,501.0,2.8,1.0,NY,Northeast
3099,Valparaiso city,Indiana,Small,Walk,394.0,2.8,1.0,IN,North Central
3100,Van Buren city,Arkansas,Small,Walk,295.0,2.9,1.9,AR,South
3101,Venice city,Florida,Small,Walk,67.0,1.2,0.8,FL,South
3102,Vernon Hills village,Illinois,Small,Walk,40.0,0.3,0.2,IL,North Central
3103,Vestavia Hills city,Alabama,Small,Walk,188.0,1.2,0.7,AL,South
3104,Vicksburg city,Mississippi,Small,Walk,194.0,2.1,1.1,MS,South
3105,Victoria city,Texas,Small,Walk,433.0,1.5,0.6,TX,South
3106,Villa Park village,Illinois,Small,Walk,125.0,1.1,0.5,IL,North Central
3107,Vineland city,New Jersey,Small,Walk,303.0,1.2,0.6,NJ,Northeast
3108,Vista city,California,Small,Walk,707.0,1.7,0.6,CA,West
3109,Wadsworth city,Ohio,Small,Walk,117.0,1.2,0.8,OH,North Central
3110,Wake Forest town,North Carolina,Small,Walk,54.0,0.4,0.3,NC,South
3111,Walker city,Michigan,Small,Walk,118.0,1.0,0.5,MI,North Central
3112,Walla Walla city,Washington,Small,Walk,1113.0,8.7,2.2,WA,West
3113,Walnut city,California,Small,Walk,94.0,0.7,0.4,CA,West
3114,Walnut Creek city,California,Small,Walk,847.0,2.8,0.8,CA,West
3115,Waltham city,Massachusetts,Small,Walk,2654.0,7.8,1.2,MA,Northeast
3116,Warner Robins city,Georgia,Small,Walk,356.0,1.2,0.6,GA,South
3117,Warren city,Ohio,Small,Walk,192.0,1.4,0.7,OH,North Central
3118,Warwick city,Rhode Island,Small,Walk,377.0,0.9,0.3,RI,Northeast
3119,Wasco city,California,Small,Walk,94.0,1.4,0.8,CA,West
3120,Washington city,Utah,Small,Walk,47.0,0.6,0.8,UT,West
3121,Watauga city,Texas,Small,Walk,30.0,0.3,0.2,TX,South
3122,Waterloo city,Iowa,Small,Walk,590.0,1.9,0.4,IA,North Central
3123,Watertown city,New York,Small,Walk,511.0,4.2,1.2,NY,Northeast
3124,Watertown city,South Dakota,Small,Walk,75.0,0.7,0.6,SD,North Central
3125,Watertown city,Wisconsin,Small,Walk,406.0,3.5,1.0,WI,North Central
3126,Watertown Town city,Massachusetts,Small,Walk,465.0,2.5,0.8,MA,Northeast
3127,Watsonville city,California,Small,Walk,801.0,3.8,1.0,CA,West
3128,Waukegan city,Illinois,Small,Walk,548.0,1.4,0.6,IL,North Central
3129,Waukesha city,Wisconsin,Small,Walk,1311.0,3.4,0.5,WI,North Central
3130,Wausau city,Wisconsin,Small,Walk,618.0,3.3,0.8,WI,North Central
3131,Wauwatosa city,Wisconsin,Small,Walk,574.0,2.3,0.6,WI,North Central
3132,Waxahachie city,Texas,Small,Walk,222.0,1.6,0.7,TX,South
3133,Waynesboro city,Virginia,Small,Walk,153.0,1.7,0.9,VA,South
3134,Weatherford city,Texas,Small,Walk,136.0,1.2,0.8,TX,South
3135,Webster Groves city,Missouri,Small,Walk,371.0,3.2,1.3,MO,North Central
3136,Wellington village,Florida,Small,Walk,176.0,0.7,0.4,FL,South
3137,Wenatchee city,Washington,Small,Walk,502.0,3.6,1.3,WA,West
3138,Wentzville city,Missouri,Small,Walk,78.0,0.5,0.4,MO,North Central
3139,Weslaco city,Texas,Small,Walk,143.0,1.2,0.6,TX,South
3140,West Allis city,Wisconsin,Small,Walk,459.0,1.5,0.4,WI,North Central
3141,West Bend city,Wisconsin,Small,Walk,324.0,2.1,0.8,WI,North Central
3142,West Chicago city,Illinois,Small,Walk,215.0,1.6,0.9,IL,North Central
3143,West Des Moines city,Iowa,Small,Walk,300.0,0.9,0.4,IA,North Central
3144,West Fargo city,North Dakota,Small,Walk,189.0,1.2,0.5,ND,North Central
3145,West Haven city,Connecticut,Small,Walk,895.0,3.3,0.7,CT,Northeast
3146,West Hollywood city,California,Small,Walk,1428.0,6.3,1.8,CA,West
3147,West Lafayette city,Indiana,Small,Walk,2001.0,15.6,2.0,IN,North Central
3148,West Linn city,Oregon,Small,Walk,205.0,1.7,0.9,OR,West
3149,West Memphis city,Arkansas,Small,Walk,141.0,1.4,0.8,AR,South
3150,West Mifflin borough,Pennsylvania,Small,Walk,171.0,1.8,0.8,PA,Northeast
3151,West New York town,New Jersey,Small,Walk,3417.0,13.9,1.9,NJ,Northeast
3152,West Sacramento city,California,Small,Walk,259.0,1.3,0.6,CA,West
3153,West Springfield Town city,Massachusetts,Small,Walk,286.0,2.1,1.2,MA,Northeast
3154,Westerville city,Ohio,Small,Walk,573.0,3.1,0.9,OH,North Central
3155,Westfield city,Indiana,Small,Walk,150.0,1.0,0.6,IN,North Central
3156,Westfield city,Massachusetts,Small,Walk,554.0,2.9,0.9,MA,Northeast
3157,Westfield town,New Jersey,Small,Walk,294.0,2.2,0.8,NJ,Northeast
3158,Westlake city,Ohio,Small,Walk,208.0,1.3,0.6,OH,North Central
