id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
152,Nebraska,Omaha/Valley,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,21.22,31.96,59,9,N,0,0,1027,95,1673114400,-21600
153,Nebraska,Omaha/Valley,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,24.21,43.38,56,11,S,0,0,1020,1,1673200800,-21600
154,Nebraska,Omaha/Valley,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,27.07,44.17,57,13,NW,0,0,1012,100,1673287200,-21600
155,Nebraska,Omaha/Valley,5,Tue 1/10,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,22.66,35.17,69,14,NW,0,0,1022,31,1673373600,-21600
156,North Dakota,Bismarck,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,-8.34,13.73,93,3,S,0,0,1027,79,1673028000,-21600
157,North Dakota,Bismarck,2,Sat 1/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,-4.61,22.95,93,10,S,0,0,1025,44,1673114400,-21600
158,North Dakota,Bismarck,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,6.93,32.41,85,5,S,0,0,1015,92,1673200800,-21600
159,North Dakota,Bismarck,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,5.63,20.23,93,6,N,0,0,1020,100,1673287200,-21600
160,North Dakota,Bismarck,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,-4.14,20.34,92,13,SE,0,0,1021,98,1673373600,-21600
161,North Dakota,Grand Forks,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,-6.43,14.25,93,5,S,0,0,1026,64,1673028000,-21600
162,North Dakota,Grand Forks,2,Sat 1/7,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,-5.04,17.13,91,14,SE,0,0,1026,12,1673114400,-21600
163,North Dakota,Grand Forks,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,11.01,25.75,90,14,S,0,0,1014,37,1673200800,-21600
164,North Dakota,Grand Forks,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,-0.17,22.53,93,13,NW,0,0,1019,68,1673287200,-21600
165,North Dakota,Grand Forks,5,Tue 1/10,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,-12.73,18.23,88,16,SE,0,0,1027,81,1673373600,-21600
166,South Dakota,Aberdeen,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,-5.71,12.61,94,5,N,0,0,1026,71,1673028000,-21600
167,South Dakota,Aberdeen,2,Sat 1/7,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,-9.8,13.62,94,8,SE,0,0,1030,64,1673114400,-21600
168,South Dakota,Aberdeen,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,5.38,23.76,95,8,S,0,0,1018,89,1673200800,-21600
169,South Dakota,Aberdeen,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,5.14,22.33,93,11,N,0,0,1017,100,1673287200,-21600
170,South Dakota,Aberdeen,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,-6.7,25.63,95,17,SE,0,0,1025,88,1673373600,-21600
171,South Dakota,Rapid City,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,16.9,28.4,81,5,W,0,0,1020,80,1673028000,-25200
172,South Dakota,Rapid City,2,Sat 1/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,17.65,37.92,75,6,SW,0,0,1022,38,1673114400,-25200
173,South Dakota,Rapid City,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,25.99,40.91,63,6,SW,0,0,1012,50,1673200800,-25200
174,South Dakota,Rapid City,4,Mon 1/9,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,27.68,37.76,65,13,NW,0,0.28,1015,100,1673287200,-25200
175,South Dakota,Rapid City,5,Tue 1/10,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,28.15,48.24,62,17,SE,0,0,1008,68,1673377200,-25200
176,South Dakota,Sioux Falls,1,Fri 1/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,-1.89,21.11,86,6,NE,0,0,1025,32,1673028000,-21600
177,South Dakota,Sioux Falls,2,Sat 1/7,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,-6.95,17.94,83,6,N,0,0,1030,16,1673114400,-21600
178,South Dakota,Sioux Falls,3,Sun 1/8,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,-4.02,27.19,93,8,S,0,0,1019,12,1673200800,-21600
179,South Dakota,Sioux Falls,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,6.87,30.88,91,11,N,0,0,1013,100,1673287200,-21600
180,South Dakota,Sioux Falls,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,10.94,25.41,94,14,SE,0,0,1023,100,1673373600,-21600
181,Wisconsin,Green Bay,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,22.87,28.36,68,7,W,0,0,1021,52,1673024400,-21600
182,Wisconsin,Green Bay,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,20.32,30.16,78,6,N,0,0,1030,6,1673110800,-21600
183,Wisconsin,Green Bay,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,20.93,33.62,82,7,SW,0,0,1022,31,1673197200,-21600
184,Wisconsin,Green Bay,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,25,34.95,77,11,SW,0,0,1013,54,1673283600,-21600
185,Wisconsin,Green Bay,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,21.45,30.74,59,16,N,0,0,1025,97,1673370000,-21600
186,Wisconsin,La Crosse,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,12.02,23.07,77,5,NW,0,0,1024,85,1673028000,-21600
187,Wisconsin,La Crosse,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,10.92,29.8,74,4,N,0,0,1029,5,1673114400,-21600
188,Wisconsin,La Crosse,3,Sun 1/8,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,15.08,32.09,82,5,S,0,0,1021,21,1673200800,-21600
189,Wisconsin,La Crosse,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,21.51,34.29,91,5,S,0,0,1013,64,1673287200,-21600
190,Wisconsin,La Crosse,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,22.95,30.88,78,10,NE,0,0,1023,93,1673373600,-21600
191,Wisconsin,Milwaukee/Sullivan,1,Fri 1/6,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,21.79,30.13,74,10,W,0,0,1022,52,1673024400,-21600
192,Wisconsin,Milwaukee/Sullivan,2,Sat 1/7,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,19.76,32.2,63,7,NE,0,0,1029,4,1673110800,-21600
193,Wisconsin,Milwaukee/Sullivan,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,25.79,35.1,77,5,SW,0,0,1021,100,1673200800,-21600
194,Wisconsin,Milwaukee/Sullivan,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,26.06,38.23,81,12,S,0,0,1014,61,1673287200,-21600
195,Wisconsin,Milwaukee/Sullivan,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,25.2,32.76,67,17,NE,0,0,1021,99,1673373600,-21600
196,Wyoming,Cheyenne,1,Fri 1/6,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,28.67,40.75,51,13,W,0,0.23,1010,100,1673031600,-25200
197,Wyoming,Cheyenne,2,Sat 1/7,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,30.06,40.75,41,20,W,0,0,1019,16,1673118000,-25200
198,Wyoming,Cheyenne,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,29.86,46.71,26,21,SW,0,0,1012,42,1673204400,-25200
199,Wyoming,Cheyenne,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,31.28,38.55,37,34,W,0,0,1015,8,1673290800,-25200
200,Wyoming,Cheyenne,5,Tue 1/10,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,28.02,46.4,37,19,SW,0,0,1010,55,1673377200,-25200
201,Wyoming,Riverton,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,1.08,21.76,87,3,SW,0,0,1024,100,1673031600,-25200
202,Wyoming,Riverton,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,0.27,20.07,84,4,SE,0,0,1030,96,1673118000,-25200
203,Wyoming,Riverton,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,-0.85,22.59,82,4,S,0,0,1024,99,1673204400,-25200
204,Wyoming,Riverton,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,6.85,28.15,76,6,SE,0,0,1025,64,1673290800,-25200
205,Wyoming,Riverton,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,6.62,31.66,86,13,SE,0,0,1013,93,1673377200,-25200
206,Maine,Caribou,1,Fri 1/6,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,20.59,28.02,89,5,E,0,0.92,1018,99,1673020800,-18000
207,Maine,Caribou,2,Sat 1/7,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,11.28,32.05,88,12,NW,0,1.25,1014,88,1673107200,-18000
208,Maine,Caribou,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,7.11,19.72,65,12,NW,0,0,1024,5,1673193600,-18000
209,Maine,Caribou,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,16.39,31.35,74,8,S,0,0,1013,100,1673280000,-18000
210,Maine,Caribou,5,Tue 1/10,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,8.2,32.56,86,15,NW,0,0.96,1007,71,1673366400,-18000
211,Maine,Gray/Portland,1,Fri 1/6,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,26.98,33.44,84,5,N,0,0.64,1016,100,1673020800,-18000
212,Maine,Gray/Portland,2,Sat 1/7,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,27.84,39.25,72,9,NW,0,0,1016,66,1673107200,-18000
213,Maine,Gray/Portland,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,26.15,34.83,32,9,NW,0,0,1024,0,1673193600,-18000
214,Maine,Gray/Portland,4,Mon 1/9,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,29.01,36.9,65,7,S,0,0,1014,100,1673280000,-18000
215,Maine,Gray/Portland,5,Tue 1/10,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,24.37,39.18,53,12,NW,0,0,1010,5,1673366400,-18000
216,Massachusetts,Boston,1,Fri 1/6,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,34.43,39.15,94,8,N,12.17,0,1014,100,1673020800,-18000
217,Massachusetts,Boston,2,Sat 1/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,31.3,41.32,69,8,W,0,0,1018,34,1673107200,-18000
218,Massachusetts,Boston,3,Sun 1/8,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,26.8,38.41,41,9,NW,0,0,1025,0,1673193600,-18000
219,Massachusetts,Boston,4,Mon 1/9,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,31.5,36.48,99,6,W,1.67,0.26,1015,100,1673280000,-18000
220,Massachusetts,Boston,5,Tue 1/10,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,29.23,44.26,61,10,SW,0,0,1014,23,1673366400,-18000
221,New Jersey,Mount Holly/Philadelphia,1,Fri 1/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,40.08,50.18,59,14,W,3.27,0,1014,82,1673024400,-18000
222,New Jersey,Mount Holly/Philadelphia,2,Sat 1/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,34.38,43.25,54,12,W,0,0,1021,28,1673110800,-18000
223,New Jersey,Mount Holly/Philadelphia,3,Sun 1/8,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,30.38,41.11,40,7,W,0,4.8,1027,64,1673197200,-18000
224,New Jersey,Mount Holly/Philadelphia,4,Mon 1/9,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,34.21,42.62,85,9,W,4.04,0.89,1014,99,1673283600,-18000
225,New Jersey,Mount Holly/Philadelphia,5,Tue 1/10,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,32.79,44.56,60,9,SW,0,0,1016,73,1673370000,-18000
226,New York,Albany,1,Fri 1/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,38.19,41.92,94,8,W,2.44,0,1014,100,1673024400,-18000
227,New York,Albany,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,29.44,39.33,63,11,W,0,0,1019,100,1673110800,-18000
228,New York,Albany,3,Sun 1/8,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,27.5,34.21,45,9,W,0,0,1027,17,1673197200,-18000
229,New York,Albany,4,Mon 1/9,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,30.29,38.28,73,7,W,0,1.77,1013,83,1673283600,-18000
230,New York,Albany,5,Tue 1/10,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,26.2,38.14,73,9,W,0,0.14,1013,97,1673370000,-18000
231,New York,Binghamton,1,Fri 1/6,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,30.97,39.15,92,9,W,0,0.9,1015,100,1673024400,-18000
232,New York,Binghamton,2,Sat 1/7,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,27.32,36.1,70,11,NW,0,0.11,1022,100,1673110800,-18000
233,New York,Binghamton,3,Sun 1/8,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,25.27,34.11,57,7,NW,0,0,1026,58,1673197200,-18000
234,New York,Binghamton,4,Mon 1/9,Snow,snow,http://openweathermap.org/img/wn/13d@2x.png,27.9,37.17,73,8,W,0,2.58,1015,82,1673283600,-18000
235,New York,Binghamton,5,Tue 1/10,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,23.68,37.89,83,10,NW,0,0.16,1015,83,1673370000,-18000
236,New York,Buffalo,1,Fri 1/6,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,33.94,36.52,81,12,SW,0,1.24,1017,94,1673024400,-18000
237,New York,Buffalo,2,Sat 1/7,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,27.45,35.01,79,9,W,0,0.41,1024,100,1673110800,-18000
238,New York,Buffalo,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,26.78,37.22,54,4,E,0,0,1025,29,1673197200,-18000
239,New York,Buffalo,4,Mon 1/9,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,30.34,37.29,59,13,SW,0,0,1016,13,1673283600,-18000
240,New York,Buffalo,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,22.06,36.77,74,12,NW,0,0,1016,100,1673370000,-18000
241,New York,New York/Upton,1,Fri 1/6,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,39.99,41.97,95,11,NE,12.88,0,1014,100,1673020800,-18000
242,New York,New York/Upton,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,37.36,41.58,73,14,W,0,0,1020,99,1673107200,-18000
243,New York,New York/Upton,3,Sun 1/8,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,32.9,37.45,49,13,NW,0,0.44,1027,25,1673193600,-18000
244,New York,New York/Upton,4,Mon 1/9,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,35.78,40.73,96,11,W,7.49,0,1014,100,1673280000,-18000
245,New York,New York/Upton,5,Tue 1/10,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,35.65,42.57,66,14,SW,0,0,1016,7,1673366400,-18000
246,North Carolina,Newport/Morehead City,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,45.45,59.27,37,13,SW,0,0,1020,3,1673024400,-18000
247,North Carolina,Newport/Morehead City,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,39.76,55,44,7,NW,0,0,1025,100,1673110800,-18000
248,North Carolina,Newport/Morehead City,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.18,61.09,51,12,S,0.7,0,1028,100,1673197200,-18000
249,North Carolina,Newport/Morehead City,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,48.04,61.02,54,10,W,2.78,0,1017,6,1673283600,-18000
250,North Carolina,Newport/Morehead City,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.71,57.81,57,9,NE,0.63,0,1017,80,1673370000,-18000
251,North Carolina,Raleigh,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,40.32,53.33,45,11,W,0,0,1021,1,1673024400,-18000
252,North Carolina,Raleigh,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,39.4,52.65,51,8,SW,0,0,1026,100,1673110800,-18000
253,North Carolina,Raleigh,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,41.94,52.66,62,9,SE,0,0,1027,100,1673197200,-18000
254,North Carolina,Raleigh,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,44.19,56.98,49,11,NW,0.46,0,1018,0,1673283600,-18000
255,North Carolina,Raleigh,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,41,52.36,55,5,E,0,0,1017,100,1673370000,-18000
256,North Carolina,Wilmington,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.89,59.27,40,10,W,0,0,1021,4,1673024400,-18000
257,North Carolina,Wilmington,2,Sat 1/7,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,42.39,55.85,43,6,NW,0,0,1026,81,1673110800,-18000
258,North Carolina,Wilmington,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,46.76,59.29,58,7,E,0,0,1027,100,1673197200,-18000
259,North Carolina,Wilmington,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,50.18,62.29,52,10,W,0.15,0,1018,0,1673283600,-18000
260,North Carolina,Wilmington,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,47.52,61.16,58,9,N,3.37,0,1016,84,1673370000,-18000
261,Ohio,Cleveland,1,Fri 1/6,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,32.34,35.4,83,14,SW,0,0.11,1020,99,1673024400,-18000
262,Ohio,Cleveland,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,30.11,33.08,74,11,W,0,0,1027,96,1673110800,-18000
263,Ohio,Cleveland,3,Sun 1/8,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,29.39,37.31,57,8,E,0.12,2.31,1022,94,1673197200,-18000
264,Ohio,Cleveland,4,Mon 1/9,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,31.39,36.91,78,11,SW,0,0.86,1019,64,1673283600,-18000
265,Ohio,Cleveland,5,Tue 1/10,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.49,37.81,85,16,N,0.21,0.19,1017,94,1673370000,-18000
266,Ohio,Wilmington,1,Fri 1/6,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,30.52,36.5,71,13,SW,0,0,1023,92,1673024400,-18000
267,Ohio,Wilmington,2,Sat 1/7,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,27.41,39.88,53,9,E,0,0,1028,13,1673110800,-18000
268,Ohio,Wilmington,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,32.61,43.9,85,11,E,0.68,0,1019,100,1673197200,-18000
269,Ohio,Wilmington,4,Mon 1/9,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,33.21,42.62,64,10,W,0,0,1020,80,1673283600,-18000
270,Ohio,Wilmington,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,34.92,47.21,63,11,NE,0,0,1014,96,1673370000,-18000
271,Pennsylvania,Pittsburgh,1,Fri 1/6,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,32.18,38.23,73,10,SW,0.13,1.62,1020,98,1673024400,-18000
272,Pennsylvania,Pittsburgh,2,Sat 1/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,27.03,34.88,64,8,W,0,0,1026,50,1673110800,-18000
273,Pennsylvania,Pittsburgh,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,26.83,36.52,54,6,NE,0.92,0,1022,100,1673197200,-18000
274,Pennsylvania,Pittsburgh,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,30.34,36.9,83,7,SW,0.98,0,1019,100,1673283600,-18000
275,Pennsylvania,Pittsburgh,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,29.73,40.41,78,7,N,0,0,1016,100,1673370000,-18000
276,Pennsylvania,State College,1,Fri 1/6,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,30.11,37.4,66,12,W,0,0.68,1017,88,1673024400,-18000
277,Pennsylvania,State College,2,Sat 1/7,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,27.99,35.19,63,11,W,0,0,1024,66,1673110800,-18000
278,Pennsylvania,State College,3,Sun 1/8,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,25.83,36.88,58,8,SE,0,0.24,1025,81,1673197200,-18000
279,Pennsylvania,State College,4,Mon 1/9,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,31.98,37.96,82,10,W,0,2.73,1016,99,1673283600,-18000
280,Pennsylvania,State College,5,Tue 1/10,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,28.89,40.23,77,6,SW,0,0,1016,100,1673370000,-18000
281,South Carolina,Charleston,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.22,61,37,9,W,0,0,1023,0,1673024400,-18000
282,South Carolina,Charleston,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,45.32,62.26,41,4,W,0,0,1026,91,1673110800,-18000
283,South Carolina,Charleston,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,47.75,65.82,48,6,SE,0,0,1026,99,1673197200,-18000
284,South Carolina,Charleston,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,52.56,66.85,54,9,W,0,0,1018,2,1673283600,-18000
285,South Carolina,Charleston,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,48.25,61.34,54,6,N,8.2,0,1016,72,1673370000,-18000
286,South Carolina,Columbia,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,38.23,57.88,46,10,W,0,0,1023,1,1673024400,-18000
287,South Carolina,Columbia,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,42.71,58.41,49,4,W,0,0,1026,89,1673110800,-18000
288,South Carolina,Columbia,3,Sun 1/8,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,45.43,57.63,54,8,SE,0,0,1026,100,1673197200,-18000
289,South Carolina,Columbia,4,Mon 1/9,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.59,61.09,53,9,W,0.11,0,1018,0,1673283600,-18000
290,South Carolina,Columbia,5,Tue 1/10,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,45.23,54.97,64,5,S,2.27,0,1016,100,1673370000,-18000
291,South Carolina,Greenville-Spartanburg,1,Fri 1/6,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,37.4,53.78,50,9,SW,0,0,1023,0,1673024400,-18000
292,South Carolina,Greenville-Spartanburg,2,Sat 1/7,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,39.99,54.28,53,4,NW,0,0,1026,100,1673110800,-18000
293,South Carolina,Greenville-Spartanburg,3,Sun 1/8,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,43.68,54.48,66,9,S,0.4,0,1025,100,1673197200,-18000
294,South Carolina,Greenville-Spartanburg,4,Mon 1/9,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.03,56.89,53,8,SW,0,0,1019,1,1673283600,-18000
295,South Carolina,Greenville-Spartanburg,5,Tue 1/10,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,40.12,48.88,77,4,N,7.64,0,1016,100,1673370000,-18000
296,Vermont,Burlington,1,Fri 1/6,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,34.14,39.24,90,6,SE,0.29,0,1015,100,1673020800,-18000
297,Vermont,Burlington,2,Sat 1/7,Snow,rain and snow,http://openweathermap.org/img/wn/13d@2x.png,23.88,36.46,70,15,NW,0.13,0.44,1020,100,1673107200,-18000
298,Vermont,Burlington,3,Sun 1/8,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,21.18,29.08,57,13,NW,0,0,1027,43,1673193600,-18000
299,Vermont,Burlington,4,Mon 1/9,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,29.23,35.11,71,10,SE,0,0,1015,36,1673280000,-18000
300,Vermont,Burlington,5,Tue 1/10,Snow,light snow,http://openweathermap.org/img/wn/13d@2x.png,17.74,35.28,76,18,NW,0,1.67,1012,97,1673366400,-18000
301,Virginia,Baltimore/Washington,1,Fri 1/6,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,34.56,46.6,54,14,W,0,0,1018,26,1673024400,-18000
302,Virginia,Baltimore/Washington,2,Sat 1/7,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,32.09,44.64,52,12,W,0,0,1025,25,1673110800,-18000
303,Virginia,Baltimore/Washington,3,Sun 1/8,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,30.83,40.86,53,9,S,8.75,0,1027,100,1673197200,-18000
