id,CITY,STATE,DATE,TIME,LONGITUDE,LATITUDE,CONCENTRATION OF CO2 (PPMV)
428,Washington,DC,4/1/2019,199.0,-77.5,38.5,408.824
429,Washington,DC,5/1/2019,200.0,-77.5,38.5,409.015
430,Washington,DC,6/1/2019,201.0,-77.5,38.5,408.928
431,Washington,DC,7/1/2019,202.0,-77.5,38.5,407.474
432,Washington,DC,8/1/2019,203.0,-77.5,38.5,405.919
433,Washington,DC,9/1/2019,204.0,-77.5,38.5,406.608
434,Washington,DC,10/1/2019,205.0,-77.5,38.5,407.04
435,Washington,DC,11/1/2019,206.0,-77.5,38.5,407.844
436,Washington,DC,12/1/2019,207.0,-77.5,38.5,409.693
437,Washington,DC,1/1/2020,208.0,-77.5,38.5,409.441
438,Washington,DC,2/1/2020,209.0,-77.5,38.5,409.996
439,Washington,DC,3/1/2020,210.0,-77.5,38.5,408.834
440,Washington,DC,4/1/2020,211.0,-77.5,38.5,409.497
441,Washington,DC,5/1/2020,212.0,-77.5,38.5,409.563
442,Washington,DC,6/1/2020,213.0,-77.5,38.5,409.435
443,Washington,DC,7/1/2020,214.0,-77.5,38.5,410.358
444,Washington,DC,8/1/2020,215.0,-77.5,38.5,409.582
445,Washington,DC,9/1/2020,216.0,-77.5,38.5,409.118
446,Washington,DC,10/1/2020,217.0,-77.5,38.5,409.817
447,Washington,DC,11/1/2020,218.0,-77.5,38.5,411.411
448,Washington,DC,12/1/2020,219.0,-77.5,38.5,411.222
449,Washington,DC,1/1/2021,220.0,-77.5,38.5,411.696
450,Washington,DC,2/1/2021,221.0,-77.5,38.5,411.061
451,Washington,DC,3/1/2021,222.0,-77.5,38.5,412.703
452,Washington,DC,4/1/2021,223.0,-77.5,38.5,412.483
453,Washington,DC,5/1/2021,224.0,-77.5,38.5,412.917
454,Washington,DC,6/1/2021,225.0,-77.5,38.5,412.661
455,Washington,DC,7/1/2021,226.0,-77.5,38.5,409.916
456,Washington,DC,8/1/2021,227.0,-77.5,38.5,410.846
457,Atlanta,GA,9/1/2002,0.0,-84.5,33.5,371.696
458,Atlanta,GA,10/1/2002,1.0,-84.5,33.5,372.478
459,Atlanta,GA,11/1/2002,2.0,-84.5,33.5,373.053
460,Atlanta,GA,12/1/2002,3.0,-84.5,33.5,374.569
461,Atlanta,GA,1/1/2003,4.0,-84.5,33.5,374.868
462,Atlanta,GA,2/1/2003,5.0,-84.5,33.5,374.874
463,Atlanta,GA,3/1/2003,6.0,-84.5,33.5,375.283
464,Atlanta,GA,4/1/2003,7.0,-84.5,33.5,375.811
465,Atlanta,GA,5/1/2003,8.0,-84.5,33.5,376.725
466,Atlanta,GA,6/1/2003,9.0,-84.5,33.5,376.943
467,Atlanta,GA,7/1/2003,10.0,-84.5,33.5,376.293
468,Atlanta,GA,8/1/2003,11.0,-84.5,33.5,375.463
469,Atlanta,GA,9/1/2003,12.0,-84.5,33.5,375.134
470,Atlanta,GA,10/1/2003,13.0,-84.5,33.5,374.201
471,Atlanta,GA,11/1/2003,14.0,-84.5,33.5,375.459
472,Atlanta,GA,12/1/2003,15.0,-84.5,33.5,376.918
473,Atlanta,GA,1/1/2004,16.0,-84.5,33.5,376.519
474,Atlanta,GA,2/1/2004,17.0,-84.5,33.5,376.924
475,Atlanta,GA,3/1/2004,18.0,-84.5,33.5,377.469
476,Atlanta,GA,4/1/2004,19.0,-84.5,33.5,378.393
477,Atlanta,GA,5/1/2004,20.0,-84.5,33.5,378.941
478,Atlanta,GA,6/1/2004,21.0,-84.5,33.5,377.94
479,Atlanta,GA,7/1/2004,22.0,-84.5,33.5,377.281
480,Atlanta,GA,8/1/2004,23.0,-84.5,33.5,376.224
481,Atlanta,GA,9/1/2004,24.0,-84.5,33.5,376.774
482,Atlanta,GA,10/1/2004,25.0,-84.5,33.5,377.144
483,Atlanta,GA,11/1/2004,26.0,-84.5,33.5,377.092
484,Atlanta,GA,12/1/2004,27.0,-84.5,33.5,378.059
485,Atlanta,GA,1/1/2005,28.0,-84.5,33.5,378.279
486,Atlanta,GA,2/1/2005,29.0,-84.5,33.5,378.253
487,Atlanta,GA,3/1/2005,30.0,-84.5,33.5,379.78
488,Atlanta,GA,4/1/2005,31.0,-84.5,33.5,380.578
489,Atlanta,GA,5/1/2005,32.0,-84.5,33.5,381.025
490,Atlanta,GA,6/1/2005,33.0,-84.5,33.5,380.992
491,Atlanta,GA,7/1/2005,34.0,-84.5,33.5,380.287
492,Atlanta,GA,8/1/2005,35.0,-84.5,33.5,379.977
493,Atlanta,GA,9/1/2005,36.0,-84.5,33.5,378.643
494,Atlanta,GA,10/1/2005,37.0,-84.5,33.5,378.95
495,Atlanta,GA,11/1/2005,38.0,-84.5,33.5,379.586
496,Atlanta,GA,12/1/2005,39.0,-84.5,33.5,380.975
497,Atlanta,GA,1/1/2006,40.0,-84.5,33.5,380.9
498,Atlanta,GA,2/1/2006,41.0,-84.5,33.5,381.197
499,Atlanta,GA,3/1/2006,42.0,-84.5,33.5,381.851
500,Atlanta,GA,4/1/2006,43.0,-84.5,33.5,382.486
501,Atlanta,GA,5/1/2006,44.0,-84.5,33.5,383.673
502,Atlanta,GA,6/1/2006,45.0,-84.5,33.5,382.618
503,Atlanta,GA,7/1/2006,46.0,-84.5,33.5,380.738
504,Atlanta,GA,8/1/2006,47.0,-84.5,33.5,381.214
505,Atlanta,GA,9/1/2006,48.0,-84.5,33.5,380.578
506,Atlanta,GA,10/1/2006,49.0,-84.5,33.5,380.538
507,Atlanta,GA,11/1/2006,50.0,-84.5,33.5,381.93
508,Atlanta,GA,12/1/2006,51.0,-84.5,33.5,382.395
509,Atlanta,GA,1/1/2007,52.0,-84.5,33.5,382.32
510,Atlanta,GA,2/1/2007,53.0,-84.5,33.5,383.407
511,Atlanta,GA,3/1/2007,54.0,-84.5,33.5,382.879
512,Atlanta,GA,4/1/2007,55.0,-84.5,33.5,384.616
513,Atlanta,GA,5/1/2007,56.0,-84.5,33.5,384.183
514,Atlanta,GA,6/1/2007,57.0,-84.5,33.5,383.58
515,Atlanta,GA,7/1/2007,58.0,-84.5,33.5,382.426
516,Atlanta,GA,8/1/2007,59.0,-84.5,33.5,383.258
517,Atlanta,GA,9/1/2007,60.0,-84.5,33.5,382.171
518,Atlanta,GA,10/1/2007,61.0,-84.5,33.5,382.414
519,Atlanta,GA,11/1/2007,62.0,-84.5,33.5,383.865
520,Atlanta,GA,12/1/2007,63.0,-84.5,33.5,384.232
521,Atlanta,GA,1/1/2008,64.0,-84.5,33.5,385.059
522,Atlanta,GA,2/1/2008,65.0,-84.5,33.5,384.368
523,Atlanta,GA,3/1/2008,66.0,-84.5,33.5,385.085
524,Atlanta,GA,4/1/2008,67.0,-84.5,33.5,386.091
525,Atlanta,GA,5/1/2008,68.0,-84.5,33.5,386.457
526,Atlanta,GA,6/1/2008,69.0,-84.5,33.5,386.193
527,Atlanta,GA,7/1/2008,70.0,-84.5,33.5,384.92
528,Atlanta,GA,8/1/2008,71.0,-84.5,33.5,384.88
529,Atlanta,GA,9/1/2008,72.0,-84.5,33.5,384.418
530,Atlanta,GA,10/1/2008,73.0,-84.5,33.5,384.842
531,Atlanta,GA,11/1/2008,74.0,-84.5,33.5,384.826
532,Atlanta,GA,12/1/2008,75.0,-84.5,33.5,387.007
533,Atlanta,GA,1/1/2009,76.0,-84.5,33.5,386.996
534,Atlanta,GA,2/1/2009,77.0,-84.5,33.5,387.044
535,Atlanta,GA,3/1/2009,78.0,-84.5,33.5,387.719
536,Atlanta,GA,4/1/2009,79.0,-84.5,33.5,387.66
537,Atlanta,GA,5/1/2009,80.0,-84.5,33.5,387.815
538,Atlanta,GA,6/1/2009,81.0,-84.5,33.5,388.784
539,Atlanta,GA,7/1/2009,82.0,-84.5,33.5,387.824
540,Atlanta,GA,8/1/2009,83.0,-84.5,33.5,387.386
541,Atlanta,GA,9/1/2009,84.0,-84.5,33.5,386.264
542,Atlanta,GA,10/1/2009,85.0,-84.5,33.5,385.777
543,Atlanta,GA,11/1/2009,86.0,-84.5,33.5,387.33
544,Atlanta,GA,12/1/2009,87.0,-84.5,33.5,387.38
545,Atlanta,GA,1/1/2010,88.0,-84.5,33.5,389.166
546,Atlanta,GA,2/1/2010,89.0,-84.5,33.5,389.23
547,Atlanta,GA,3/1/2010,90.0,-84.5,33.5,389.729
548,Atlanta,GA,4/1/2010,91.0,-84.5,33.5,389.629
549,Atlanta,GA,5/1/2010,92.0,-84.5,33.5,390.684
550,Atlanta,GA,6/1/2010,93.0,-84.5,33.5,391.053
551,Atlanta,GA,7/1/2010,94.0,-84.5,33.5,389.932
552,Atlanta,GA,8/1/2010,95.0,-84.5,33.5,389.234
553,Atlanta,GA,9/1/2010,96.0,-84.5,33.5,388.416
554,Atlanta,GA,10/1/2010,97.0,-84.5,33.5,388.085
555,Atlanta,GA,11/1/2010,98.0,-84.5,33.5,388.681
556,Atlanta,GA,12/1/2010,99.0,-84.5,33.5,389.976
557,Atlanta,GA,1/1/2011,100.0,-84.5,33.5,390.261
558,Atlanta,GA,2/1/2011,101.0,-84.5,33.5,390.236
559,Atlanta,GA,3/1/2011,102.0,-84.5,33.5,390.497
560,Atlanta,GA,4/1/2011,103.0,-84.5,33.5,390.606
561,Atlanta,GA,5/1/2011,104.0,-84.5,33.5,391.766
562,Atlanta,GA,6/1/2011,105.0,-84.5,33.5,392.691
563,Atlanta,GA,7/1/2011,106.0,-84.5,33.5,391.58
564,Atlanta,GA,8/1/2011,107.0,-84.5,33.5,391.043
565,Atlanta,GA,9/1/2011,108.0,-84.5,33.5,389.806
566,Atlanta,GA,10/1/2011,109.0,-84.5,33.5,389.545
567,Atlanta,GA,11/1/2011,110.0,-84.5,33.5,390.486
568,Atlanta,GA,12/1/2011,111.0,-84.5,33.5,391.799
569,Atlanta,GA,1/1/2012,112.0,-84.5,33.5,391.268
570,Atlanta,GA,2/1/2012,113.0,-84.5,33.5,391.771
571,Atlanta,GA,3/1/2012,114.0,-84.5,33.5,391.853
572,Atlanta,GA,4/1/2012,115.0,-84.5,33.5,393.554
573,Atlanta,GA,5/1/2012,116.0,-84.5,33.5,393.275
574,Atlanta,GA,6/1/2012,117.0,-84.5,33.5,393.165
575,Atlanta,GA,7/1/2012,118.0,-84.5,33.5,393.972
576,Atlanta,GA,8/1/2012,119.0,-84.5,33.5,391.425
577,Atlanta,GA,9/1/2012,120.0,-84.5,33.5,391.359
578,Atlanta,GA,10/1/2012,121.0,-84.5,33.5,391.823
579,Atlanta,GA,11/1/2012,122.0,-84.5,33.5,392.432
580,Atlanta,GA,12/1/2012,123.0,-84.5,33.5,393.671
581,Atlanta,GA,1/1/2013,124.0,-84.5,33.5,393.167
582,Atlanta,GA,2/1/2013,125.0,-84.5,33.5,394.167
583,Atlanta,GA,3/1/2013,126.0,-84.5,33.5,395.174
584,Atlanta,GA,4/1/2013,127.0,-84.5,33.5,395.374
585,Atlanta,GA,5/1/2013,128.0,-84.5,33.5,396.311
586,Atlanta,GA,6/1/2013,129.0,-84.5,33.5,396.154
587,Atlanta,GA,7/1/2013,130.0,-84.5,33.5,395.365
588,Atlanta,GA,8/1/2013,131.0,-84.5,33.5,394.59
589,Atlanta,GA,9/1/2013,132.0,-84.5,33.5,393.765
590,Atlanta,GA,10/1/2013,133.0,-84.5,33.5,393.837
591,Atlanta,GA,11/1/2013,134.0,-84.5,33.5,394.775
592,Atlanta,GA,12/1/2013,135.0,-84.5,33.5,395.482
593,Atlanta,GA,1/1/2014,136.0,-84.5,33.5,396.461
594,Atlanta,GA,2/1/2014,137.0,-84.5,33.5,396.391
595,Atlanta,GA,3/1/2014,138.0,-84.5,33.5,397.108
596,Atlanta,GA,4/1/2014,139.0,-84.5,33.5,397.903
597,Atlanta,GA,5/1/2014,140.0,-84.5,33.5,398.139
598,Atlanta,GA,6/1/2014,141.0,-84.5,33.5,397.789
599,Atlanta,GA,7/1/2014,142.0,-84.5,33.5,396.238
600,Atlanta,GA,8/1/2014,143.0,-84.5,33.5,396.648
601,Atlanta,GA,9/1/2014,144.0,-84.5,33.5,395.327
602,Atlanta,GA,10/1/2014,145.0,-84.5,33.5,395.424
603,Atlanta,GA,11/1/2014,146.0,-84.5,33.5,397.329
604,Atlanta,GA,12/1/2014,147.0,-84.5,33.5,397.448
605,Atlanta,GA,1/1/2015,148.0,-84.5,33.5,398.755
606,Atlanta,GA,2/1/2015,149.0,-84.5,33.5,398.819
607,Atlanta,GA,3/1/2015,150.0,-84.5,33.5,398.481
608,Atlanta,GA,4/1/2015,151.0,-84.5,33.5,398.828
609,Atlanta,GA,5/1/2015,152.0,-84.5,33.5,400.168
610,Atlanta,GA,6/1/2015,153.0,-84.5,33.5,399.254
611,Atlanta,GA,7/1/2015,154.0,-84.5,33.5,399.963
612,Atlanta,GA,8/1/2015,155.0,-84.5,33.5,398.119
613,Atlanta,GA,9/1/2015,156.0,-84.5,33.5,397.676
614,Atlanta,GA,10/1/2015,157.0,-84.5,33.5,398.492
615,Atlanta,GA,11/1/2015,158.0,-84.5,33.5,399.19
616,Atlanta,GA,12/1/2015,159.0,-84.5,33.5,399.932
617,Atlanta,GA,1/1/2016,160.0,-84.5,33.5,400.218
618,Atlanta,GA,2/1/2016,161.0,-84.5,33.5,401.596
619,Atlanta,GA,3/1/2016,162.0,-84.5,33.5,401.217
620,Atlanta,GA,4/1/2016,163.0,-84.5,33.5,401.08
621,Atlanta,GA,5/1/2016,164.0,-84.5,33.5,402.209
622,Atlanta,GA,6/1/2016,165.0,-84.5,33.5,402.421
623,Atlanta,GA,7/1/2016,166.0,-84.5,33.5,402.248
624,Atlanta,GA,8/1/2016,167.0,-84.5,33.5,401.072
625,Atlanta,GA,9/1/2016,168.0,-84.5,33.5,400.248
626,Atlanta,GA,10/1/2016,169.0,-84.5,33.5,401.07
627,Atlanta,GA,11/1/2016,170.0,-84.5,33.5,401.464
628,Atlanta,GA,12/1/2016,171.0,-84.5,33.5,401.379
629,Atlanta,GA,1/1/2017,172.0,-84.5,33.5,402.073
630,Atlanta,GA,2/1/2017,173.0,-84.5,33.5,402.251
631,Atlanta,GA,3/1/2017,174.0,-84.5,33.5,403.295
632,Atlanta,GA,4/1/2017,175.0,-84.5,33.5,403.923
633,Atlanta,GA,5/1/2017,176.0,-84.5,33.5,403.714
634,Atlanta,GA,6/1/2017,177.0,-84.5,33.5,402.601
635,Atlanta,GA,7/1/2017,178.0,-84.5,33.5,403.569
636,Atlanta,GA,8/1/2017,179.0,-84.5,33.5,401.939
637,Atlanta,GA,9/1/2017,180.0,-84.5,33.5,402.854
638,Atlanta,GA,10/1/2017,181.0,-84.5,33.5,403.015
639,Atlanta,GA,11/1/2017,182.0,-84.5,33.5,403.193
640,Atlanta,GA,12/1/2017,183.0,-84.5,33.5,403.882
641,Atlanta,GA,1/1/2018,184.0,-84.5,33.5,404.939
642,Atlanta,GA,2/1/2018,185.0,-84.5,33.5,403.873
643,Atlanta,GA,3/1/2018,186.0,-84.5,33.5,405.183
644,Atlanta,GA,4/1/2018,187.0,-84.5,33.5,406.159
645,Atlanta,GA,5/1/2018,188.0,-84.5,33.5,405.308
646,Atlanta,GA,6/1/2018,189.0,-84.5,33.5,406.03
647,Atlanta,GA,7/1/2018,190.0,-84.5,33.5,404.396
648,Atlanta,GA,8/1/2018,191.0,-84.5,33.5,405.192
649,Atlanta,GA,9/1/2018,192.0,-84.5,33.5,404.145
650,Atlanta,GA,10/1/2018,193.0,-84.5,33.5,404.366
651,Atlanta,GA,11/1/2018,194.0,-84.5,33.5,404.381
652,Atlanta,GA,12/1/2018,195.0,-84.5,33.5,406.442
653,Atlanta,GA,1/1/2019,196.0,-84.5,33.5,406.857
654,Atlanta,GA,2/1/2019,197.0,-84.5,33.5,405.041
655,Atlanta,GA,3/1/2019,198.0,-84.5,33.5,406.982
656,Atlanta,GA,4/1/2019,199.0,-84.5,33.5,407.787
657,Atlanta,GA,5/1/2019,200.0,-84.5,33.5,409.618
658,Atlanta,GA,6/1/2019,201.0,-84.5,33.5,407.006
659,Atlanta,GA,7/1/2019,202.0,-84.5,33.5,407.149
660,Atlanta,GA,8/1/2019,203.0,-84.5,33.5,407.738
661,Atlanta,GA,9/1/2019,204.0,-84.5,33.5,407.975
662,Atlanta,GA,10/1/2019,205.0,-84.5,33.5,406.631
663,Atlanta,GA,11/1/2019,206.0,-84.5,33.5,409.083
664,Atlanta,GA,12/1/2019,207.0,-84.5,33.5,408.479
665,Atlanta,GA,1/1/2020,208.0,-84.5,33.5,408.747
666,Atlanta,GA,2/1/2020,209.0,-84.5,33.5,408.438
667,Atlanta,GA,3/1/2020,210.0,-84.5,33.5,407.475
668,Atlanta,GA,4/1/2020,211.0,-84.5,33.5,411.067
669,Atlanta,GA,5/1/2020,212.0,-84.5,33.5,411.207
670,Atlanta,GA,6/1/2020,213.0,-84.5,33.5,409.238
671,Atlanta,GA,7/1/2020,214.0,-84.5,33.5,409.229
672,Atlanta,GA,8/1/2020,215.0,-84.5,33.5,408.561
673,Atlanta,GA,9/1/2020,216.0,-84.5,33.5,409.002
674,Atlanta,GA,10/1/2020,217.0,-84.5,33.5,410.119
675,Atlanta,GA,11/1/2020,218.0,-84.5,33.5,411.502
676,Atlanta,GA,12/1/2020,219.0,-84.5,33.5,410.899
677,Atlanta,GA,1/1/2021,220.0,-84.5,33.5,410.611
678,Atlanta,GA,2/1/2021,221.0,-84.5,33.5,411.344
679,Atlanta,GA,3/1/2021,222.0,-84.5,33.5,412.362
680,Atlanta,GA,4/1/2021,223.0,-84.5,33.5,413.529
681,Atlanta,GA,5/1/2021,224.0,-84.5,33.5,412.94
682,Atlanta,GA,6/1/2021,225.0,-84.5,33.5,412.141
683,Atlanta,GA,7/1/2021,226.0,-84.5,33.5,410.408
684,Atlanta,GA,8/1/2021,227.0,-84.5,33.5,410.48
685,Boston,MA,9/1/2002,0.0,-70.5,42.5,372.318
686,Boston,MA,10/1/2002,1.0,-70.5,42.5,372.666
687,Boston,MA,11/1/2002,2.0,-70.5,42.5,373.984
688,Boston,MA,12/1/2002,3.0,-70.5,42.5,375.373
689,Boston,MA,1/1/2003,4.0,-70.5,42.5,375.716
690,Boston,MA,2/1/2003,5.0,-70.5,42.5,376.398
691,Boston,MA,3/1/2003,6.0,-70.5,42.5,376.756
692,Boston,MA,4/1/2003,7.0,-70.5,42.5,376.456
693,Boston,MA,5/1/2003,8.0,-70.5,42.5,375.816
694,Boston,MA,6/1/2003,9.0,-70.5,42.5,375.847
695,Boston,MA,7/1/2003,10.0,-70.5,42.5,375.758
696,Boston,MA,8/1/2003,11.0,-70.5,42.5,375.456
697,Boston,MA,9/1/2003,12.0,-70.5,42.5,374.989
698,Boston,MA,10/1/2003,13.0,-70.5,42.5,375.797
699,Boston,MA,11/1/2003,14.0,-70.5,42.5,376.624
700,Boston,MA,12/1/2003,15.0,-70.5,42.5,376.99
701,Boston,MA,1/1/2004,16.0,-70.5,42.5,378.213
702,Boston,MA,2/1/2004,17.0,-70.5,42.5,378.794
703,Boston,MA,3/1/2004,18.0,-70.5,42.5,378.541
704,Boston,MA,4/1/2004,19.0,-70.5,42.5,377.755
705,Boston,MA,5/1/2004,20.0,-70.5,42.5,378.692
706,Boston,MA,6/1/2004,21.0,-70.5,42.5,377.828
707,Boston,MA,7/1/2004,22.0,-70.5,42.5,376.241
708,Boston,MA,8/1/2004,23.0,-70.5,42.5,377.125
709,Boston,MA,9/1/2004,24.0,-70.5,42.5,376.817
710,Boston,MA,10/1/2004,25.0,-70.5,42.5,376.84
711,Boston,MA,11/1/2004,26.0,-70.5,42.5,378.22
712,Boston,MA,12/1/2004,27.0,-70.5,42.5,379.365
713,Boston,MA,1/1/2005,28.0,-70.5,42.5,379.434
714,Boston,MA,2/1/2005,29.0,-70.5,42.5,379.832
715,Boston,MA,3/1/2005,30.0,-70.5,42.5,380.696
716,Boston,MA,4/1/2005,31.0,-70.5,42.5,380.75
717,Boston,MA,5/1/2005,32.0,-70.5,42.5,380.735
718,Boston,MA,6/1/2005,33.0,-70.5,42.5,381.003
719,Boston,MA,7/1/2005,34.0,-70.5,42.5,379.277
720,Boston,MA,8/1/2005,35.0,-70.5,42.5,378.714
721,Boston,MA,9/1/2005,36.0,-70.5,42.5,379.445
722,Boston,MA,10/1/2005,37.0,-70.5,42.5,379.327
723,Boston,MA,11/1/2005,38.0,-70.5,42.5,380.767
724,Boston,MA,12/1/2005,39.0,-70.5,42.5,381.749
725,Boston,MA,1/1/2006,40.0,-70.5,42.5,381.754
726,Boston,MA,2/1/2006,41.0,-70.5,42.5,382.719
727,Boston,MA,3/1/2006,42.0,-70.5,42.5,383.011
728,Boston,MA,4/1/2006,43.0,-70.5,42.5,383.024
729,Boston,MA,5/1/2006,44.0,-70.5,42.5,381.838
730,Boston,MA,6/1/2006,45.0,-70.5,42.5,381.747
731,Boston,MA,7/1/2006,46.0,-70.5,42.5,381.212
732,Boston,MA,8/1/2006,47.0,-70.5,42.5,380.518
733,Boston,MA,9/1/2006,48.0,-70.5,42.5,380.488
734,Boston,MA,10/1/2006,49.0,-70.5,42.5,381.144
735,Boston,MA,11/1/2006,50.0,-70.5,42.5,381.382
736,Boston,MA,12/1/2006,51.0,-70.5,42.5,382.581
737,Boston,MA,1/1/2007,52.0,-70.5,42.5,383.771
738,Boston,MA,2/1/2007,53.0,-70.5,42.5,383.983
739,Boston,MA,3/1/2007,54.0,-70.5,42.5,384.08
740,Boston,MA,4/1/2007,55.0,-70.5,42.5,384.601
741,Boston,MA,5/1/2007,56.0,-70.5,42.5,384.562
742,Boston,MA,6/1/2007,57.0,-70.5,42.5,383.743
743,Boston,MA,7/1/2007,58.0,-70.5,42.5,383.495
744,Boston,MA,8/1/2007,59.0,-70.5,42.5,383.238
745,Boston,MA,9/1/2007,60.0,-70.5,42.5,383.337
746,Boston,MA,10/1/2007,61.0,-70.5,42.5,382.861
747,Boston,MA,11/1/2007,62.0,-70.5,42.5,384.37
748,Boston,MA,12/1/2007,63.0,-70.5,42.5,385.241
749,Boston,MA,1/1/2008,64.0,-70.5,42.5,385.471
750,Boston,MA,2/1/2008,65.0,-70.5,42.5,386.219
751,Boston,MA,3/1/2008,66.0,-70.5,42.5,386.034
752,Boston,MA,4/1/2008,67.0,-70.5,42.5,386.742
753,Boston,MA,5/1/2008,68.0,-70.5,42.5,386.041
754,Boston,MA,6/1/2008,69.0,-70.5,42.5,385.815
755,Boston,MA,7/1/2008,70.0,-70.5,42.5,385.112
756,Boston,MA,8/1/2008,71.0,-70.5,42.5,384.231
757,Boston,MA,9/1/2008,72.0,-70.5,42.5,384.378
758,Boston,MA,10/1/2008,73.0,-70.5,42.5,385.219
759,Boston,MA,11/1/2008,74.0,-70.5,42.5,386.06
760,Boston,MA,12/1/2008,75.0,-70.5,42.5,385.984
761,Boston,MA,1/1/2009,76.0,-70.5,42.5,387.201
762,Boston,MA,2/1/2009,77.0,-70.5,42.5,388.397
763,Boston,MA,3/1/2009,78.0,-70.5,42.5,388.304
764,Boston,MA,4/1/2009,79.0,-70.5,42.5,388.454
765,Boston,MA,5/1/2009,80.0,-70.5,42.5,387.22
766,Boston,MA,6/1/2009,81.0,-70.5,42.5,386.525
767,Boston,MA,7/1/2009,82.0,-70.5,42.5,386.775
768,Boston,MA,8/1/2009,83.0,-70.5,42.5,386.864
769,Boston,MA,9/1/2009,84.0,-70.5,42.5,386.223
770,Boston,MA,10/1/2009,85.0,-70.5,42.5,386.78
771,Boston,MA,11/1/2009,86.0,-70.5,42.5,388.014
772,Boston,MA,12/1/2009,87.0,-70.5,42.5,388.899
773,Boston,MA,1/1/2010,88.0,-70.5,42.5,388.776
774,Boston,MA,2/1/2010,89.0,-70.5,42.5,389.594
775,Boston,MA,3/1/2010,90.0,-70.5,42.5,389.946
776,Boston,MA,4/1/2010,91.0,-70.5,42.5,390.088
777,Boston,MA,5/1/2010,92.0,-70.5,42.5,390.317
778,Boston,MA,6/1/2010,93.0,-70.5,42.5,389.783
779,Boston,MA,7/1/2010,94.0,-70.5,42.5,389.602
780,Boston,MA,8/1/2010,95.0,-70.5,42.5,388.156
781,Boston,MA,9/1/2010,96.0,-70.5,42.5,388.358
782,Boston,MA,10/1/2010,97.0,-70.5,42.5,389.16
783,Boston,MA,11/1/2010,98.0,-70.5,42.5,389.264
784,Boston,MA,12/1/2010,99.0,-70.5,42.5,390.998
785,Boston,MA,1/1/2011,100.0,-70.5,42.5,391.64
786,Boston,MA,2/1/2011,101.0,-70.5,42.5,391.918
787,Boston,MA,3/1/2011,102.0,-70.5,42.5,391.589
788,Boston,MA,4/1/2011,103.0,-70.5,42.5,391.835
789,Boston,MA,5/1/2011,104.0,-70.5,42.5,391.49
790,Boston,MA,6/1/2011,105.0,-70.5,42.5,391.414
791,Boston,MA,7/1/2011,106.0,-70.5,42.5,390.865
792,Boston,MA,8/1/2011,107.0,-70.5,42.5,389.408
793,Boston,MA,9/1/2011,108.0,-70.5,42.5,390.443
794,Boston,MA,10/1/2011,109.0,-70.5,42.5,390.447
795,Boston,MA,11/1/2011,110.0,-70.5,42.5,391.194
796,Boston,MA,12/1/2011,111.0,-70.5,42.5,391.785
797,Boston,MA,1/1/2012,112.0,-70.5,42.5,392.943
798,Boston,MA,2/1/2012,113.0,-70.5,42.5,393.433
799,Boston,MA,3/1/2012,114.0,-70.5,42.5,393.099
800,Boston,MA,4/1/2012,115.0,-70.5,42.5,394.48
801,Boston,MA,5/1/2012,116.0,-70.5,42.5,393.497
802,Boston,MA,6/1/2012,117.0,-70.5,42.5,393.921
803,Boston,MA,7/1/2012,118.0,-70.5,42.5,392.512
804,Boston,MA,8/1/2012,119.0,-70.5,42.5,392.626
805,Boston,MA,9/1/2012,120.0,-70.5,42.5,392.267
806,Boston,MA,10/1/2012,121.0,-70.5,42.5,391.878
807,Boston,MA,11/1/2012,122.0,-70.5,42.5,393.523
808,Boston,MA,12/1/2012,123.0,-70.5,42.5,394.029
809,Boston,MA,1/1/2013,124.0,-70.5,42.5,394.349
810,Boston,MA,2/1/2013,125.0,-70.5,42.5,395.174
811,Boston,MA,3/1/2013,126.0,-70.5,42.5,396.062
812,Boston,MA,4/1/2013,127.0,-70.5,42.5,396.261
813,Boston,MA,5/1/2013,128.0,-70.5,42.5,396.186
814,Boston,MA,6/1/2013,129.0,-70.5,42.5,395.993
815,Boston,MA,7/1/2013,130.0,-70.5,42.5,395.034
816,Boston,MA,8/1/2013,131.0,-70.5,42.5,394.186
817,Boston,MA,9/1/2013,132.0,-70.5,42.5,394.09
818,Boston,MA,10/1/2013,133.0,-70.5,42.5,394.816
819,Boston,MA,11/1/2013,134.0,-70.5,42.5,395.427
820,Boston,MA,12/1/2013,135.0,-70.5,42.5,395.729
821,Boston,MA,1/1/2014,136.0,-70.5,42.5,396.16
822,Boston,MA,2/1/2014,137.0,-70.5,42.5,396.983
823,Boston,MA,3/1/2014,138.0,-70.5,42.5,397.185
824,Boston,MA,4/1/2014,139.0,-70.5,42.5,396.846
825,Boston,MA,5/1/2014,140.0,-70.5,42.5,398.044
826,Boston,MA,6/1/2014,141.0,-70.5,42.5,398.134
827,Boston,MA,7/1/2014,142.0,-70.5,42.5,396.009
828,Boston,MA,8/1/2014,143.0,-70.5,42.5,395.579
829,Boston,MA,9/1/2014,144.0,-70.5,42.5,395.822
830,Boston,MA,10/1/2014,145.0,-70.5,42.5,396.477
831,Boston,MA,11/1/2014,146.0,-70.5,42.5,397.271
832,Boston,MA,12/1/2014,147.0,-70.5,42.5,397.878
833,Boston,MA,1/1/2015,148.0,-70.5,42.5,398.584
834,Boston,MA,2/1/2015,149.0,-70.5,42.5,398.765
835,Boston,MA,3/1/2015,150.0,-70.5,42.5,399.096
